z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,genre,track_name,track_artist
0.8589597,-2.2493773,1.7722847,-1.608628,3.2035365,-1.4669155,0.6389138,-3.1837127,1.1783468,-2.3817153,1.0986938,-2.2743134,-5.91566,-3.344076,-2.5830824,-3.579604,pop,"If I'm James Dean, You're Audrey Hepburn",Sleeping With Sirens
1.54271,0.0019460097,-0.08044259,-1.9404271,-0.11402836,-1.8507617,0.050719604,-2.088771,-0.5979334,-1.1303512,-0.24775326,-0.39868265,-1.0162559,-0.24696139,0.24401228,-0.30842656,latin,Say It - Illenium Remix,Flume
0.2698175,-0.76828516,-2.0289927,-1.0980091,0.17415842,0.5952108,-1.1240814,-0.91467696,-2.9470842,-1.5161769,-0.16870958,-0.8736778,0.38955817,-0.63357025,-0.14576179,0.8410726,pop,Rhyme Or Reason,Eminem
2.2020187,-0.5257333,0.57504725,-2.7764633,0.9187938,-1.4538914,0.4725017,-2.899221,-0.50276715,-1.5420408,-0.28719798,0.028337717,-2.2378473,0.040865906,-0.69767934,-0.025192916,pop,Lose My Mind (feat. Mr Gabriel),Jai Wolf
3.3451636,-0.44008332,6.1648703,0.27725565,3.181599,2.8514383,-0.8258411,-3.1356733,-1.2897612,0.032617383,-1.1748497,1.1629685,-4.050118,1.1872039,-3.5783858,-3.3340466,rock,Wish You Were Here - 2011 Remastered Version,Pink Floyd
2.5582209,0.9123296,-0.35121536,-1.1160786,0.0920937,-1.1597974,0.12217036,-1.9767214,-1.7823039,-0.977759,-0.49356216,0.36594105,-0.1746633,-0.40247875,-0.82389116,0.44700682,rap,Antidote,Travis Scott
0.6464345,1.3574514,0.69927216,2.1030025,1.5285407,2.8713908,-3.334956,0.6619819,-3.2574904,-0.87988836,0.41837263,-0.95563835,-0.1460923,-2.5843215,-4.216589,-2.6407318,rap,Location,Khalid
0.07209153,-0.6111095,-0.029965982,0.11270763,1.2457585,2.03922,-1.2707319,0.27978107,-1.9712393,-1.7835163,0.27384692,-1.2932674,-0.033422463,-1.397665,-1.9617977,-0.71651053,rock,I'm Shakin',Jack White
1.1344132,-0.26246598,0.15075126,-1.9950563,0.118990846,1.1556388,0.4661911,-0.4664786,-0.5013777,-1.2823156,0.07022215,0.41004962,0.83093214,0.009589449,0.17746587,1.6200199,latin,Amante Bandido,Miguel Bosé
-0.2894495,-0.6484458,-1.377611,0.06976794,0.53005093,1.0054048,-2.0259798,-0.6026584,-2.6327913,-0.7875385,0.44658077,-1.4314457,-0.5157925,-1.7582452,-0.72739726,-0.8162791,pop,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie
0.49356243,0.7627111,-0.020099059,1.4680269,0.9211238,2.6792357,-2.2627914,0.20785595,-3.4018812,-0.8544651,-0.14397332,-0.4064983,0.37784147,-0.9824743,-2.471951,-1.3108943,pop,I Like Me Better,Lauv
2.4226904,-2.3750176,3.4956443,-3.034956,3.289456,-0.044695064,1.2868477,-5.263709,0.20764199,-2.4798224,0.35895842,-0.78461605,-6.1290364,-0.3578657,-1.7687191,-2.9997966,latin,I Will Wait - Live,Mumford & Sons
1.3040416,-0.3110833,-0.68260545,-2.0178185,0.93506277,1.1456594,0.8489848,-1.2093203,-1.3858591,-2.120757,0.50704336,-0.54562366,0.00791803,0.077810444,-0.1296501,1.821109,pop,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake
-0.5127319,-0.9194571,-1.3011367,-1.0256554,1.357348,1.7627618,-1.6669466,0.50731236,-1.933838,-2.2765875,0.679877,-1.3115692,0.40974012,-2.2978702,-1.117521,0.6555291,rap,Take It to da House,Trick Daddy
1.8625942,-0.21697757,0.29744858,-1.9309667,0.88373834,0.45685688,1.8808225,-0.83325124,-2.5986655,-3.2013717,0.61515296,-0.29234612,0.09482711,-0.43679458,-1.1389295,0.5598803,pop,home ft. WALK THE MOON,morgxn
-0.4551036,-0.05189315,-2.4936783,-1.3740366,0.5576121,-1.4620749,-4.7744217,-2.306931,-2.7440803,-0.634024,0.6487789,-2.7506106,-3.092251,-3.9643517,-1.1997762,-2.707199,rap,Say It To My Face,Young Buck
0.24040402,-0.06425078,-0.042463318,-1.3286372,0.4880618,1.2021893,-1.0105693,0.18537311,-0.41436923,-1.628707,0.21001238,-0.5990964,-0.27111137,-2.195221,-1.1501375,-0.8548984,rap,Sol y Luna,Duki
0.3928944,-0.550723,0.3022802,0.9212291,1.8292526,3.4030218,-2.240318,-0.5078136,-2.3056476,-1.1413006,1.2142928,-2.1928177,-0.7919293,-1.6889508,-2.5092208,-1.8173006,r&b,Fine Lines,Jorja Smith
1.6671404,0.027457856,-0.82300526,-0.5826033,0.77557635,0.2868806,0.55191386,-1.2253598,-2.6016932,-1.1238371,0.31954664,0.31704867,0.1908072,-0.5641299,-0.21949483,1.0881622,r&b,Heat (feat. Gunna),Chris Brown
0.13972367,-0.95166343,-0.332704,-2.005403,0.45549616,1.7414203,-0.6520466,0.77440876,-0.8414945,-2.1893947,0.23449576,-0.14356391,0.9551276,-1.5867589,-0.79156667,1.1068679,latin,Chantaje,Shakira
1.2498851,-0.47341093,-0.37807906,-1.700276,0.9484551,-1.0228828,0.8251546,-2.1853724,-0.604971,-2.0855834,0.39668873,-0.8703597,-0.7440083,-0.10433386,0.26623634,0.6260509,rock,Lola Montez,Volbeat
2.769257,-1.0091996,2.5718427,-3.4180195,0.6028249,-1.9831854,-0.8755511,-5.447774,0.56423354,0.24430865,-1.4709318,-0.07279087,-4.609853,1.7365203,0.47282156,-2.0370917,rock,Champagne Supernova - Remastered,Oasis
1.3750085,0.68190247,-0.15110157,-0.09027152,0.41708627,1.0116664,-0.29626745,-0.9406578,-2.4064925,-1.1039683,-0.76109916,0.7046036,0.82920116,-0.08994087,-1.2710721,0.97130305,pop,If I Ain't Got You,Dan Talevski
0.8301098,-0.6689307,-0.30775917,-1.532633,1.3742297,1.2278641,0.6440543,-0.7406034,-1.775873,-2.7204015,0.69228005,-0.2911688,0.30869442,-1.1281774,-1.2229435,1.9910265,latin,I Can't Wait - 2012 Collection Remaster,Nu Shooz
1.6166755,-1.3175838,1.5371616,-3.2921445,1.8343596,-1.8719401,-0.28222278,-5.1398325,1.4845182,-1.1049987,0.046605885,-1.5145708,-5.1465673,-0.18799627,0.32213125,-2.4849927,rock,Burn - 2004 Remix,Deep Purple
0.6000657,-1.0508626,-0.3079782,-1.3994901,1.6622573,-0.06889078,1.0047044,-1.142703,-0.15721272,-2.8980205,1.4639363,-1.9342256,-1.3235418,-1.9895837,-0.93126744,-0.6930358,edm,In My Arms (feat. Norma Jean Martine),The Him
-0.44695842,0.21729326,-0.7617733,0.5385847,1.1545811,1.9871147,-2.8036149,1.2295666,-0.8236596,-1.6523613,1.4138913,-2.1905918,0.1486873,-3.4953713,-2.2065027,-2.133192,rap,Viernes 13,KAKTOV
0.9650086,-1.2773261,0.58407533,-2.329053,1.2631335,1.4738958,0.25699824,-1.8802384,-0.97795725,-1.6903563,-0.3937763,0.059993256,-1.0860525,0.9447556,0.1496996,0.9646325,rock,The Boys Are Back In Town,Thin Lizzy
2.1637197,1.6158015,0.94515735,-0.9990765,0.21393582,0.07501906,-2.7317178,-2.6653073,-2.2558854,-0.38261083,-0.8462376,-0.29721975,-1.8966407,-0.3920151,-2.272363,-2.0068617,r&b,Alright,Ledisi
0.83329266,-0.24457061,0.37826484,-1.8909057,0.4592601,0.7841426,0.15652446,0.10859123,-0.05411704,-1.8434842,0.7747416,-0.24076103,-0.36098456,-1.8338943,-0.61808693,-0.20388754,rap,Prefiero,Jere Profeta
3.0501509,3.165732,4.5426345,2.8074741,0.3840479,1.0866067,-4.6873326,-1.9545465,-1.8421273,2.708253,-2.7071717,1.7028828,-1.8018459,0.5019474,-4.3124022,-4.8064427,r&b,hostage,Billie Eilish
1.4712123,-0.33554175,-0.99187845,-2.6824756,1.2872604,-1.4306742,-0.7229411,-2.7973058,-1.1184659,-2.733974,0.18711331,-1.4762123,-2.1937742,-1.8518076,-1.388614,-0.7495152,rock,Still Alive,Prison
1.1243252,0.1345568,-0.3284685,-1.1783181,1.0541085,-0.050774343,0.07868831,-1.1373651,-0.9801121,-2.0218327,0.21795017,-0.67662734,-0.29626554,-0.55908763,-0.78479564,0.2903439,pop,Polaroid,Jonas Blue
0.24053891,-0.98886687,-1.2832404,-1.9119953,0.68442667,0.98294187,-0.8365796,-1.3319001,-1.9644272,-1.9878908,-0.05502727,-1.0201042,-0.55318063,-0.6643455,-0.12581867,0.6532903,rock,Guerrilla Radio,Rage Against The Machine
-0.067601345,0.42375693,-0.9962552,1.9527521,1.4604536,1.6796459,-3.4461462,-0.5202799,-2.4249167,-0.3377664,1.6541243,-2.3079066,-0.96960616,-2.9604254,-2.303084,-2.8598995,r&b,Last Name (feat. Lil Durk),Future
2.461356,2.0074272,4.197428,2.0849936,0.8424589,2.0443318,-2.3420203,-1.8315324,-1.4104779,2.0137312,-1.6130658,1.8950342,-1.3509269,1.3779173,-2.9767296,-2.7040925,rock,My Melancholy Blues - Remastered 2011,Queen
1.1079615,0.6406426,-0.42726308,-0.858491,0.68064344,0.79466605,-0.5182662,-0.8675602,-1.0583739,-1.3446633,0.10514689,0.098482184,-0.010860398,-0.72884405,-0.6761982,0.427337,rap,How Low,Ludacris
1.0584962,-0.6567965,-0.21925046,-2.356792,1.31128,-0.46381512,-0.31203663,-2.1524816,-0.34629607,-1.9801896,0.26914397,-1.0950586,-1.9973828,-1.4714673,-1.0544192,-0.21880123,pop,Drunk All the Time (feat. Simon Lord),Dillon Francis
0.80039006,0.51697844,-0.16619237,-0.5600613,0.89845484,1.6403131,-1.0242901,-0.18084694,-1.7963269,-1.4003563,-0.2136752,0.3312441,0.4299426,-0.5900511,-1.0821936,0.7358592,r&b,Dab Man,Minty Burns
0.8791314,-0.050040677,0.18711288,-1.377027,0.6673582,-0.4758624,0.09886712,-0.95771337,-0.6033561,-1.251807,-0.56597024,0.047299337,-0.5639459,-0.24395734,-0.52881706,0.4712549,rock,Foolin',Def Leppard
1.4605422,0.060494505,-0.30594152,-0.63884735,1.2551738,0.9803233,0.5616243,-1.541038,-2.353063,-2.7929988,0.6698158,-0.5240911,-0.13171548,-0.5234777,-1.1394918,-0.00789639,pop,Sleepy Eyes,Elohim
1.6952887,-0.4605879,-0.42933208,-2.7201781,0.7831352,-0.064212754,0.6265808,-2.1063452,-1.0131307,-2.828047,-0.30794385,-0.38940126,-0.003384404,0.08033115,-0.22528373,1.2854636,rock,Crazy Heart,The Cranberries
0.35145676,-0.3818051,-0.0936621,-2.823662,-0.29954717,2.2814057,-0.91108567,0.30572987,-1.1883692,-1.7762662,-0.5905563,0.6503629,1.2475404,-0.853833,-0.19386329,1.4686271,rap,Su Cotorreo,Derian
-0.9025889,-1.8770353,-1.5201746,0.28919232,2.2364094,3.3806088,-1.8012476,0.052449796,-3.5281336,-1.665111,1.7978309,-1.8430405,-1.1240876,-2.9060051,-1.0612882,-0.5850666,rap,Murder,UGK
1.9509522,-0.87746537,1.1238794,-2.3560095,0.2988225,0.7549238,-0.19706571,-2.9628193,-1.648455,-0.37289646,-1.7176073,0.95895875,-1.0483019,2.4619217,0.017507732,1.0718402,rock,Just Got Paid,ZZ Top
1.2754965,-0.44293842,1.2458456,-1.2177315,1.5680968,1.8490913,0.5395536,-1.5639466,-0.9505037,-1.3991843,0.109055884,0.1384053,-0.67961425,1.0025437,-0.32923216,0.80258304,rock,Truck Drivin' Man - Demo Version,Lynyrd Skynyrd
1.2665172,0.0125547275,0.16005209,-0.6405095,1.1768512,1.3833079,0.9476122,-0.67961407,-1.4861708,-1.9087272,0.6157625,-0.071986094,0.4842933,0.09302291,-0.666093,1.1211866,rock,Lodi,Creedence Clearwater Revival
1.171101,-0.08120661,-0.31960237,-1.1755525,0.8013514,1.0627723,0.9665217,-0.9948925,-1.3966151,-2.0947216,0.07369719,-0.06686965,0.52896416,0.6478324,-0.16969295,1.3599088,rock,Gives You Hell,The All-American Rejects
1.5592371,-0.820473,-0.017655045,-3.0669274,0.8038811,-1.2331792,0.27723235,-3.311366,-0.45114392,-1.8677597,-0.50609636,-0.71889967,-1.6059892,0.53148717,0.079469234,0.09401709,rock,Black Is The Soul,Korn
0.67771107,1.943113,2.0149124,3.1748421,1.2698698,3.2354205,-3.6227689,0.34306177,-2.0162404,1.1233664,0.26198342,-0.3746066,-0.047344066,-1.6160574,-3.5912051,-2.8288853,rock,Edition,Rex Orange County
0.47676295,-0.79740113,-0.5185874,-2.885983,0.027792789,1.4641905,0.4608969,-0.43443826,-0.6732075,-2.2038932,0.43799284,-0.22389133,0.5829739,-1.0517645,0.5145718,1.5108111,latin,La Nueva Y La Ex,Daddy Yankee
1.0304525,-0.9700463,-0.4494732,-1.8127836,1.2857436,-0.23155966,1.5019257,-2.3915932,-0.30250162,-2.5577939,0.8374214,-0.9836488,-1.1729661,-0.3650133,0.08723943,0.48331645,rock,Getting Away With Murder,Papa Roach
2.903002,1.0034281,2.886273,0.52715075,0.4339984,1.3195283,-0.513441,-1.8527182,-2.1598063,0.17536381,-1.6799216,1.1891038,-0.5198128,2.2091742,-1.6339376,-1.222191,r&b,Penthouse Cloud,The Internet
2.2198412,1.5582982,2.9183795,0.75210196,0.49169415,1.7535375,-1.6036956,-1.4592888,-1.051137,1.3248485,-0.9606252,1.1182072,-0.80046874,1.1054764,-1.8572396,-0.87414175,r&b,Grey Luh,Berhana
2.071779,2.0750084,3.1816845,0.17585537,-0.4957485,2.873731,-2.7586493,-0.44813067,-1.5672393,1.2049793,-1.7240887,1.9062873,0.08914167,0.43494356,-2.3302248,-1.9169285,rap,Ella busca,DrefQuila
1.1546115,-1.5700815,0.7947329,-3.5701256,0.9136881,-0.25548607,-0.10079661,-2.8439145,-0.5497808,-1.2191168,-1.4328679,-0.042059183,-2.6169794,0.3202822,0.083757356,-0.093864664,edm,Summer - R3hab & Ummet Ozcan Remix,Calvin Harris
1.3027726,0.09382541,0.1824497,-0.7955842,1.046724,0.39100823,-0.5459626,-0.5468368,-0.47070098,-1.4684474,0.41428614,-0.13898236,0.018789418,-1.2699633,-1.1430185,-0.067126766,pop,Symphony (feat. Zara Larsson),Clean Bandit
-0.13517372,-0.74837536,-0.51389116,1.1734293,1.6605868,3.090704,-1.5311089,0.058339,-3.0367246,-1.3037821,1.1867661,-1.3708333,-0.37760434,-1.560909,-1.5533543,-0.9624342,rap,Diary Of A Madman,Scarface
0.9793804,-2.2823625,1.1343975,-2.677235,2.342346,-1.0275853,-0.033571288,-3.7560568,1.340128,-1.8474417,0.857367,-2.4135644,-5.433032,-2.4101129,-1.8450048,-3.2456088,pop,The Left Side of Everywhere,Sleeping With Sirens
0.30604547,-0.010536734,0.10129437,1.483307,1.7035947,2.6914723,-1.6630669,0.26320174,-1.8018206,-1.1606224,1.4652222,-1.8288548,-0.32316855,-2.1254053,-2.752064,-2.1501312,r&b,Sad Tonight,Chelsea Cutler
0.47392222,-0.88967943,-1.0086452,-2.3484237,-0.2945204,1.1909157,0.14694555,0.5360726,-0.9079163,-2.213665,0.1347352,-0.115141094,1.4677514,-1.1616111,0.2916065,1.8952311,latin,Te Hace Falta,Baby Rasta & Gringo
0.066228,-0.8293119,0.44084215,-0.86761415,1.803152,-0.4869983,-2.3123207,-1.0504537,0.4139927,-0.92293394,1.2778155,-2.4128137,-2.8595726,-3.287625,-1.9709444,-2.258912,r&b,I Love Your Smile,Shanice
0.17207213,-0.6020712,-0.64557487,0.57111454,2.4454954,1.504386,-3.0868702,-0.28162044,-2.437504,-1.985065,1.4444138,-3.0221257,-2.6200547,-4.596857,-3.6939867,-4.055791,rap,Chandeliers,Tyga
0.34028935,-1.4379389,-0.5078124,-1.3364238,1.4175379,1.1696653,0.9491938,-0.74974054,-0.70696044,-2.0726874,1.0350018,-0.98512864,-0.3325512,-0.9768574,-0.24465702,1.3272196,rock,Hard To Handle,The Black Crowes
0.2337546,-1.4499737,0.383496,-1.1658413,1.5944302,1.6568187,0.7087119,-0.38851875,-0.5303267,-1.9676303,0.41368175,-0.72407323,-0.71969986,-0.59925205,-0.90050966,0.767681,rock,The Sweetest Taboo - Remastered,Sade
1.6408067,-0.4923489,-0.06250773,-1.6751864,1.43908,1.0102482,1.3953862,-1.516116,-1.682907,-2.4993472,0.76666206,-0.42041373,-0.25686955,0.18549135,-0.3020855,1.3966191,rock,Heaven Knows I'm Miserable Now - 2011 Remaster,The Smiths
0.061450534,-0.70432013,-0.038686223,-0.5152095,0.88921964,4.0133543,-0.8258466,0.8805259,-1.4009962,-2.0020242,1.240675,-1.1194857,1.2430056,-1.7282064,-1.2235192,-0.2752929,rap,Cannabis,Cartel De Santa
1.165688,-0.60812414,-0.5472526,-1.6001841,1.0004973,0.7285031,1.0813059,-2.1436994,-1.1380645,-2.3529637,0.6787858,-0.82366836,-0.33885527,0.1549123,0.16135624,0.93270963,rock,Gunfight,Sick Puppies
-0.20673451,0.88188297,-1.5792568,0.51508945,0.87845415,-0.7458694,-4.988308,-1.2946602,-1.6202078,-0.6478672,0.57426393,-2.635024,-2.21168,-4.5314426,-2.483268,-3.6134157,rap,Ransom,Lil Tecca
0.5781214,-1.8143579,0.08381115,-1.6773127,2.3609707,0.4122469,1.1559948,-1.9758829,-0.23081999,-2.5113366,1.4288145,-1.3739244,-2.8261755,-1.8993316,-0.6767924,-1.0795183,edm,Bigroom Blitz - Radio Mix,Scooter
0.12443472,-0.29067126,0.19481233,-1.2385479,0.3086664,4.494453,-1.831444,0.9327287,-1.5475816,-1.7689412,1.0354207,-0.7110047,1.3485807,-2.2096434,-1.394458,-0.5206175,rap,Drogadicto en Serie,Crack Family
-0.6465251,0.3875215,-1.5087745,1.9437687,1.4189925,2.9530563,-4.6949797,1.5421486,-3.312166,-0.75753015,0.8765259,-2.0028417,0.25952983,-4.153105,-3.3760123,-2.2715275,rap,No Fucks (feat. Sueco The Child and AzChike),1takejay
0.88170344,-0.19679815,-0.49753118,-2.0482202,0.97966343,-0.81032836,-0.70077676,-2.05352,0.22084314,-1.9660078,0.4968105,-1.4207871,-1.89443,-1.841089,-0.66118795,-1.1087377,edm,Power,Hardwell
2.28169,0.39328727,1.5531547,-1.7171783,0.82301784,0.9283433,0.7241361,-2.3237097,-1.2971897,-1.4226878,-0.40784594,0.7984611,-0.30721486,1.1042955,-0.48452118,0.51350063,rock,Noypi,Bamboo
1.4083594,0.3179018,0.16476758,-1.0008771,0.2307772,-0.7659886,-0.19066176,-1.8941199,-0.5006173,-0.5928689,-0.1868011,-0.25353944,-0.7228403,0.3204795,0.20545374,0.28567952,r&b,Breathe Again,Toni Braxton
2.2351305,-1.5508881,2.0129945,-4.3332624,1.9796094,-0.10709442,-0.47134918,-4.6150393,0.3083263,-1.4357836,-0.292985,-0.47895932,-4.591478,0.06193731,-0.6450089,-0.6561289,rock,Rock Bottom - 2007 Remastered Version,UFO
0.654923,-0.713114,-0.5703746,-0.93509847,0.90795696,0.28707662,0.8048149,-1.2475897,-1.2188504,-1.3534323,0.47099847,-0.5586423,-0.23878121,-0.37819174,-0.04343764,1.0056083,pop,Payphone,Maroon 5
0.5887646,-0.63102114,-0.10959117,-2.70005,-0.17916009,2.0076604,0.065596685,0.012747837,-0.69132334,-1.8715873,-0.006287232,0.3234169,0.7995105,-0.7501871,0.0142096765,1.4547424,latin,Hey DJ,CNCO
0.028793529,-0.2541027,-0.31723005,-1.9063083,0.40180057,0.80416,-1.7615591,0.18256071,-0.18803686,-1.6924653,0.3018233,-0.72398514,0.0753074,-2.4609296,-0.68214047,-0.15984365,latin,Deja Tus Besos - Remix,Natti Natasha
1.3326371,0.5331291,-0.17415754,-0.8815029,0.6260562,-1.5775279,-2.1193638,-2.5577252,-0.070198044,-0.39730164,0.1528526,-1.318456,-2.0980086,-1.6428101,-0.7367276,-1.725309,rap,Let's Get Lost,Jelly Roll
1.4889468,-0.528089,1.9401582,-1.5792818,1.761736,3.384177,0.32547274,-0.8655878,-2.043247,-2.5306804,-0.02599014,0.25820005,0.14189988,0.09789099,-1.6490269,1.0277174,rock,Sweet,Jehro
0.38454,-0.3296377,-0.06987031,-0.34231633,1.3565011,0.78320384,-0.6492777,-0.27436778,-0.41175473,-1.5328768,1.3713634,-1.4305658,-1.0196432,-2.305937,-1.3219565,-0.9333629,edm,Bang Bang,Jessie J
1.3041476,-0.5845704,0.23184061,-1.9606785,1.6117005,-0.46510032,0.7426383,-2.6316392,-0.091809206,-2.6260014,1.1455427,-1.8172152,-2.2895198,-1.7350247,-0.88038105,-1.2867998,edm,Colourblind - Radio Edit,Thomas Gold
0.82878566,-0.16061592,-1.1041985,-1.4536874,0.68806833,0.7368636,-0.06386621,-1.2029067,-2.4815397,-1.856683,0.14471677,0.21451241,0.3284322,-0.19062889,-0.46349546,1.3521516,pop,The Palisades,Childish Gambino
-0.15506963,-0.9035719,-1.3735816,-0.71207833,0.29807058,1.918157,-0.67651975,-0.019097626,-3.137479,-1.6038042,-0.13371122,-0.7273244,0.86048675,-0.3298365,0.16641642,1.4832174,rap,Anything,JAY-Z
0.95773613,0.11851532,-0.55381,-0.6158128,0.9548152,0.943663,-0.9289524,-0.72656125,-1.0700755,-0.76093334,0.71681744,-0.34406525,-0.15472236,-0.9150966,-0.53252894,0.32690328,rap,Wiggle,Willie Clayton
-0.25768423,-0.55849975,-0.67144996,-0.18465321,2.0671883,-0.53837025,-3.9899955,-2.029785,-0.22949381,-1.8500756,2.7051659,-5.1691895,-4.014092,-5.0408826,-3.0636954,-5.33999,pop,With You,Kaskade
2.028749,0.47478512,0.051473204,-1.6547296,0.9589065,0.2894758,0.25567642,-2.4764102,-2.5096838,-2.1309566,0.093364455,0.24577436,-0.82764274,-0.38867462,-0.7698388,0.37294477,latin,What You Say,Cabela and Schmitt
0.65413594,-0.66526103,-0.21534528,-2.2239401,1.211017,-0.8351084,-0.8914539,-2.102955,0.44765228,-1.5360295,0.2614898,-1.2115273,-2.3842564,-1.804286,-0.6715342,-1.0872899,pop,Take It To Reality,Alison Wonderland
-0.14641942,-0.5180788,-1.1455789,-0.5250778,1.1289868,1.6739959,-1.6315914,0.69598573,-1.7088841,-2.1075077,0.45345807,-0.9291122,0.34249416,-2.119748,-1.450161,0.21263921,r&b,Fix,Blackstreet
0.7572835,-0.78855664,-1.3831602,-2.009288,0.42606685,-0.056226358,0.93561655,-1.4650956,-0.68746394,-2.372598,0.46560395,-1.067108,0.0077976324,-0.1895614,0.8003557,1.1722416,edm,Rise - TV Noise Ibiza Mix,Jonas Blue
0.66329,1.0043467,0.3062917,0.87322295,0.59063435,1.5090556,-3.6256802,-1.1722134,-2.0561237,-0.49533162,-0.14742029,-1.1824291,-0.5233018,-1.6373329,-2.568849,-2.6386085,rap,Sny z ulicy,Beteo
2.0699515,0.20630854,1.7456349,-1.1156892,1.1701028,-0.4714583,0.02133819,-2.7767727,-0.77632344,-1.1319356,0.87284356,-0.78697324,-1.756601,-0.63663834,-1.5706989,-1.1620889,rock,Piece of My Heart,Big Brother & The Holding Company
0.62209904,0.2787218,-0.12574627,-0.81079423,0.7722976,0.21791138,-0.08660196,-0.7323226,-0.91361135,-1.8901598,-0.11370985,-0.3211826,-0.15724602,-0.8288947,-0.9979014,0.21274972,edm,Could It Be,CALVIN
-0.62944263,0.13984922,-1.5469061,0.7898025,1.0791581,1.4135929,-3.8077621,-0.5181181,-1.9547653,-0.43356773,1.3808768,-2.252421,-1.4234606,-3.1814404,-1.4252427,-2.1715324,rap,Touch It - Album Version/Vocal Up,Busta Rhymes
2.6271482,1.4180095,3.2415214,1.2008938,1.1122668,2.190446,-0.864435,-1.3307723,-2.2708862,0.13622904,-1.4189593,1.4943786,0.119235195,1.6759121,-2.4656525,-1.3886104,r&b,Hillside House,Wilder Woods
0.069746085,0.7345466,-0.88092476,-0.44406265,0.7209703,0.12435241,-3.3981056,-0.628976,-1.3298595,-1.5763903,0.5555137,-2.4027472,-1.2307919,-3.6421266,-2.2955205,-3.1277804,rap,Soldi in Nero - feat. Sfera Ebbasta,Shiva
1.1066793,0.40468302,0.38776976,-0.9645394,0.85311913,-0.7626562,-0.9605734,-1.369116,-0.17482132,-0.98027486,0.5994731,-1.1112231,-1.5469844,-1.5108559,-0.9023525,-1.1956682,r&b,Drops,Solarrio
0.92533726,-0.504041,0.2666316,-0.829685,1.8788247,1.071018,0.5486775,-0.8372362,-0.94876105,-2.0798826,1.1367298,-0.7542673,-0.8583753,-1.2310438,-1.2432177,0.48345745,rock,Nowhere To Run,Martha Reeves & The Vandellas
1.6625582,-1.7554268,1.0623182,-4.2300324,-0.2461665,-1.2026914,-0.19261776,-3.9979641,0.35699946,-0.21486652,-2.119199,0.26239198,-2.8770611,2.6513565,1.6957995,0.07826503,edm,Animals,Martin Garrix
0.7415656,-0.14203218,0.10330574,-2.3496764,-0.115721084,1.2230903,-0.66560227,-0.022181023,-0.6267804,-1.3674312,-0.49284554,0.29059875,0.7107673,-0.68815655,-0.43605846,0.9216785,pop,Luz de Piedra de Luna,Javiera Mena
0.98289365,-0.067471184,-1.086564,-0.34073344,0.8435037,1.991399,-0.6327365,-0.10810648,-2.5519502,-2.3070068,0.43203914,-0.3764586,1.4622911,-0.8439925,-1.0465368,1.0583297,pop,Feel so Alive,Amplify Worship
1.1929058,0.8605888,-0.0042699575,0.123993844,0.6352324,0.279692,-0.94078857,-0.08621335,-1.2810072,-1.2042571,-0.00011622906,-0.26644015,0.3726947,-1.2312379,-1.3944921,-0.5909217,pop,Unstoppable,AJ Mitchell
0.9920782,-0.38512006,-0.34644413,-3.0244057,-0.12946743,0.7969239,-0.50917166,-0.7078475,0.1049187,-1.6152834,0.4769352,0.009256631,0.15795851,-1.3125689,0.4558606,0.97331613,latin,Bellaquita - Remix,Dalex
0.47857875,-1.4864272,-0.7562875,-1.735124,1.6797503,1.1906898,0.7703069,-0.7840473,-0.83253044,-2.4361534,1.2407674,-1.0797879,-0.45323437,-1.2806325,-0.6119139,0.93309015,pop,Bullet,Chelsea Lankes
1.0131092,-0.29011047,-0.082420304,-0.37617034,1.4146872,0.71155024,0.16915715,-0.85035276,-1.2306787,-2.3068924,0.71184784,-0.7362838,-0.25666603,-0.8957069,-1.2827413,0.024777878,pop,Cyclone,Trove
0.44708276,0.72314113,-0.5810976,-0.86093104,0.33140698,-0.7671969,-3.8064406,-2.1024926,-0.16554046,-0.64381385,1.400165,-3.1182802,-2.4183357,-3.2948809,-1.2856745,-3.8473508,rap,Bombay to Punjab,Deep Jandu
1.1337836,-0.7462069,-0.6544683,-1.0446825,0.9056571,1.6411402,0.83888274,-1.2227103,-1.7296952,-2.3356574,0.96975404,-1.0860779,-0.09788572,0.057872787,0.028465103,0.75284433,rock,Only the Good Die Young,Billy Joel
0.44319794,-0.44661635,-0.8338289,-0.50543433,1.2147752,1.6038889,-0.320643,0.26393038,-1.582113,-2.049602,0.5710807,-0.90091497,0.44086215,-1.1217375,-1.08849,0.6799205,r&b,Pop Ya Collar,Usher
0.9383789,-0.16580895,-1.3135988,-1.2014899,0.61756724,1.4206464,-0.70256174,-1.2386829,-3.077605,-1.7543285,-0.23792312,0.072192684,0.6103901,-0.3197628,-0.7338917,1.7312201,pop,IDGAF,Dua Lipa
1.1283591,0.21105838,0.16939057,-1.0623199,0.23777789,1.1157924,0.03967346,-0.9673307,-1.4992391,-1.4081736,-0.93594545,0.38528156,0.59344864,0.82003516,-0.48229268,1.0690978,rock,Personal Jesus - Original Seven Inch Version,Depeche Mode
